"FundingOrgName","ProjectReference","LeadROName","Department","ProjectCategory","PISurname","PIFirstName","PIOtherNames","PI ORCID iD","StudentSurname","StudentFirstName","StudentOtherNames","Student ORCID iD","Title","StartDate","EndDate","AwardPounds","ExpenditurePounds","Region","Status","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"Horizon Europe Guarantee","10041075","CHEMIFY LIMITED",,"EU-Funded","Chisholm","Greig","","",,,,"","Reaction robot with intimate photocatalytic and separation functions in a 3-D network driven by artificial intelligence","31/08/2022","30/08/2026","87257",,"Scotland","Active","http://gtr.ukri.org/projects?ref=10041075","0278C1B5-A813-4246-BB33-2260B6B3E38D","240CEBFD-1052-4EAC-88DF-D88A163D61C8","0074C005-D85C-428A-A639-49A2BC9AA34E","EF4944F6-1732-48AF-A03C-02E1A58F8122"
"Horizon Europe Guarantee","10077478","MRC LABORATORY OF MOLECULAR BIOLOGY",,"EU-Funded","Fields","Lisa","","",,,,"","Functional Nucleic Acids as Versatile SMart BUilding BLocks in Non-Conventlonal SolvenTs","30/04/2023","29/04/2026","380212",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10077478","0E81EFB4-259A-4EFF-96D2-213A3D6AB0BE","240CEBFD-1052-4EAC-88DF-D88A163D61C8","7CE64D30-8282-4898-9CE8-8F445B7EA2F0","AF8B2343-377C-46AE-BFD8-12A556FECCB2"
"Horizon Europe Guarantee","10092120","EUROPEAN ASSOCIATION OF HISTORIC TOWNS AND REGIONS LIMITED",,"EU-Funded","Smith","Brian","","",,,,"","Inclusive and Sustainable Solutions Towards a Low-Emission Cultural Heritage","30/09/2023","30/03/2027","129686",,"East of England","Active","http://gtr.ukri.org/projects?ref=10092120","5BF6BD2B-034F-4562-BD1D-221A5A1E6126","240CEBFD-1052-4EAC-88DF-D88A163D61C8","447062D6-5E0B-49C2-A00E-8A0F5BE89C02","F233A434-626D-498E-B995-978EA256B81A"
"Horizon Europe Guarantee","EP/X031497/1","King's College London","Wolfson Centre for Age Related Diseases","Research Grant","Bradbury","Elizabeth","","http://orcid.org/0000-0003-4252-0234",,,,"","Technology-driven combinatorial therapy to rewire the spinal cord after injury (ReWire)","01/01/2023","31/12/2026","265251",,"London","Active","http://gtr.ukri.org/projects?ref=EP/X031497/1","FFBC603E-572C-4CF2-9F30-1F8914094F46","240CEBFD-1052-4EAC-88DF-D88A163D61C8","1ECBCFF6-5785-4627-91AC-34132C9C759C","96D5D118-349E-4811-881B-37BD080DC7F5"
"Horizon Europe Guarantee","10116433","UNIVERSITY OF WARWICK",,"EU-Funded","Epiphaniou","Dr Gregory","","",,,,"","INSAFEDARE - INNOVATIVE APPLICATIONS OF ASSESSMENT AND ASSURANCE OF DATA AND SYNTHETIC DATA FOR REGULATORY DECISION SUPPORT","01/11/2023","31/10/2026","459781",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10116433","25590A88-DFBF-4FA4-ACEE-21CB6718E342","240CEBFD-1052-4EAC-88DF-D88A163D61C8","664B5098-ED41-4F15-9A53-87039A16683E","45208539-23EC-43EB-97A8-C37B6183E7AB"
"Horizon Europe Guarantee","10093189","INSTITUTE OF CHARTERED ACCOUNTANTS IN ENGLAND AND WALES",,"EU-Funded","Roxburgh","Toby","","",,,,"","Accelerating TRAnsformation through Capitals Knowledge (A Track)","01/12/2023","30/11/2027","284070",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10093189","2F86F997-8C95-4FE7-889B-223F0EE5600A","240CEBFD-1052-4EAC-88DF-D88A163D61C8","F31ED352-66C5-473F-9094-D2DD35DEBD88","053D8297-6C36-46C6-927B-A025DF34D4BB"
"Horizon Europe Guarantee","10094820","E1 DATASCIENCE LTD",,"EU-Funded","Mohareb","Fady","","",,,,"","Microbiome applications and technological hubs as solutions to minimize food loss and waste - FOODGUARD","01/01/2024","31/12/2026","135616",,"East of England","Active","http://gtr.ukri.org/projects?ref=10094820","16F5EA92-A756-49A8-AFAF-20FC7B650778","240CEBFD-1052-4EAC-88DF-D88A163D61C8","B4FFB54C-6294-494A-9E72-263DD19F930B","FD556734-B8E1-41EB-A7DB-E5A4980F8513"
"Horizon Europe Guarantee","EP/X023206/1","University of Warwick","Psychology","Research Grant","Wolke","Dieter","","",,,,"","Born Very Preterm: A Natural Experiment of How Early Adversity and Social Environment affect Life Course Development (Preterm-Lifecourse)","01/11/2022","30/10/2027","2415747",,"West Midlands","Active","http://gtr.ukri.org/projects?ref=EP/X023206/1","39BF6983-37C8-44B8-9A8E-21E9A0FF2E8F","240CEBFD-1052-4EAC-88DF-D88A163D61C8","67A6BA65-E85D-4F6B-A1F0-DA031C2469B3","25BE7E7A-0CD0-4FE4-AF8A-65F538E4FAAF"
"Horizon Europe Guarantee","10065228","BRUNEL UNIVERSITY LONDON",,"EU-Funded","Sarmiento-Mirwaldt","Katja","","",,,,"","B-SHAPES: Borders shaping perceptions of European societies","31/03/2023","30/03/2026","248681",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10065228","8663A64E-D022-428B-87BF-21E79A2E71ED","240CEBFD-1052-4EAC-88DF-D88A163D61C8","4F273F3F-9009-467F-B852-F7BB4866DF68","2C702CFA-BAA6-4E1A-9088-7A12C6E67649"
"Horizon Europe Guarantee","EP/X022668/1","University of Bristol","School of Arts","Fellowship","Sandvoss","Cornel","","",,,,"","Proposal title Storifying Political Communication: Populist Oscillation, Popular Culture and Performance","31/08/2023","30/08/2025","204031",,"South West","Active","http://gtr.ukri.org/projects?ref=EP/X022668/1","455E7BC5-F551-4E1D-AD5D-208B3BF63B86","240CEBFD-1052-4EAC-88DF-D88A163D61C8","25335D80-2025-4154-989F-37646A6EFBE1","E454AC95-68F9-4F7E-8718-69FAAEA94F4E"
"Horizon Europe Guarantee","10069033","UNIVERSITY OF STIRLING",,"EU-Funded","Spyrakos","Evangelos","","",,,,"","DANUBE4all - Restoration of the Danube River Basin Waters for Ecosystems and People from Mountains to Coast","01/01/2023","31/12/2027","284332",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10069033","8F5D59DE-0D6F-4207-B760-20FC4547DEF5","240CEBFD-1052-4EAC-88DF-D88A163D61C8","E7FB7675-953D-49DD-AA57-938DE8820AAF","0024360D-84F6-4ED7-85D7-AA18E1A3DCCC"
"Horizon Europe Guarantee","EP/Y030877/1","University of Manchester","Chemistry","Research Grant","Barran","Perdita","","",,,,"","Ion Mobility Mass Spectrometry Training Network","01/02/2024","31/01/2028","260676",,"North West","Active","http://gtr.ukri.org/projects?ref=EP/Y030877/1","4D76BC98-F63B-45F1-B308-221BE03680F4","240CEBFD-1052-4EAC-88DF-D88A163D61C8","BDFEBC9A-F2A6-4D58-9440-8482180BEA69","BAFE89DD-437B-4330-8633-145CA20D6048"
"Horizon Europe Guarantee","10093177","THE OPEN UNIVERSITY",,"EU-Funded","Serjeant","Stephen","","",,,,"","Euclid Legacy Science Advanced analysis tools","01/01/2024","31/12/2026","153255",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10093177","612C4E06-B827-4E7A-B82C-20D94C3EB02B","240CEBFD-1052-4EAC-88DF-D88A163D61C8","1F167929-8D33-4049-A2DD-366B666F56BC","73BD39A3-FDC5-4BB1-96E9-384CEF4D4912"
"Horizon Europe Guarantee","EP/Y036840/1","The Francis Crick Institute","Research","Fellowship","Pachnis","Vassilis","","http://orcid.org/0000-0001-9733-7686",,,,"","Establishing The Immune Potential Of Enteric Glial Cells","01/01/2024","31/12/2025","200511",,"Unknown","Active","http://gtr.ukri.org/projects?ref=EP/Y036840/1","8A0CA745-5364-4EBD-B36F-20CA6CED4C25","240CEBFD-1052-4EAC-88DF-D88A163D61C8","2F2DE181-38FE-4906-9C10-5CADB3A0CC4D","A4BE2233-5798-48A2-A9AA-9FB134993B58"
"Horizon Europe Guarantee","10065742","LLOYD'S REGISTER EMEA",,"EU-Funded","DEVALAPALLI","Nagaraja Reddy","","",,,,"","Wind Energy Harvesting for Ship Propulsion Assistance and Power (WHISPER)","01/01/2023","31/12/2026","176131",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10065742","97C0F13B-2948-4835-AF87-21CACE84F6BE","240CEBFD-1052-4EAC-88DF-D88A163D61C8","6F3F01BE-B645-424E-8C31-DD3505296170","B8849585-0AB6-48B8-80F3-D211A144DFD0"
"Horizon Europe Guarantee","EP/Y015894/1","UNIVERSITY OF EXETER","Computer Science","Fellowship","Min","Geyong","","",,,,"","KEEN - Knowledge-driven Explainable Misinformation Detection for Trustworthy Computational Social Systems","31/05/2024","30/05/2026","200511",,"South West","Active","http://gtr.ukri.org/projects?ref=EP/Y015894/1","A987BE42-CEDE-4121-B023-21FB9F2537D6","240CEBFD-1052-4EAC-88DF-D88A163D61C8","01F2924C-FFB4-481B-B8F0-31234D33F0FA","D398DC87-0DAF-4090-811F-4B0E5652B558"
"Horizon Europe Guarantee","EP/Y033299/1","University College London","Genetics Evolution and Environment","Research Grant","Jones","Kate","","",,,,"","Bioacoustic AI for wildlife protection","31/08/2023","30/08/2027","260676",,"London","Active","http://gtr.ukri.org/projects?ref=EP/Y033299/1","7BC5AC90-ABDE-475E-A644-20D7FE68B4C1","240CEBFD-1052-4EAC-88DF-D88A163D61C8","E7BE255A-5E4B-4E40-9A39-F1458486B92F","8BA1B832-7459-4211-87F1-B4D80F96AF98"
"Horizon Europe Guarantee","10048511","THE UNIVERSITY OF MANCHESTER",,"EU-Funded","Hewitt","Nick","","",,,,"","Making migration and migration policy decisions amidst societal transformations","01/03/2023","29/06/2026","252858",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10048511","88118E05-0ECE-4172-99C7-2192514485E6","240CEBFD-1052-4EAC-88DF-D88A163D61C8","964A73A3-66DC-4C55-AB50-59AE3100C18E","9FAFDF33-2180-488F-9189-7BFC1948E6D8"
"Horizon Europe Guarantee","10103126","UNIVERSITY OF LEEDS",,"EU-Funded","Dunning","Keri","","",,,,"","MONALISA: A SIOPEN pragmatic clinical trial to MOnitor NeuroblastomA relapse with LIquid biopsy Sensitive Analysis","01/01/2024","31/12/2028","328181",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10103126","887329F7-09CF-4F32-8C08-205D28B5ECD0","240CEBFD-1052-4EAC-88DF-D88A163D61C8","38CF3AB0-B06C-4A19-ACD0-386A7C74160F","1234746C-0B5D-4CD0-AAFE-543056B28DAF"
"Horizon Europe Guarantee","10057886","NHS HIGHLAND",,"EU-Funded","Heaney","Lee","","",,,,"","AI SUPPORTED IMAGE ANALYSIS IN LARGE BOWEL CAMERA CAPSULE ENDOSCOPY (AICE)","31/08/2022","30/08/2026","383342",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10057886","0F220982-6F83-4E07-9D3F-23C9E12E1A51","240CEBFD-1052-4EAC-88DF-D88A163D61C8","1A7CCCE6-1A8B-4310-AF30-28209923F950","27C0D13D-62ED-49AE-84CD-46AD42D711E1"
"Horizon Europe Guarantee","10081224","AIRBUS OPERATIONS LIMITED",,"EU-Funded","Abhishek","Anupam","","",,,,"","Construction Of Novel CERTification methOds and means of compliance for disruptive technologies, CONCERTO","01/01/2023","31/12/2026","43091",,"South West","Active","http://gtr.ukri.org/projects?ref=10081224","21177D2B-4441-4550-9118-2486EDA275AA","240CEBFD-1052-4EAC-88DF-D88A163D61C8","742E8DF3-F9CD-4B7B-B1C0-7D6AD3CC1EDB","E5EDF41B-92D9-43ED-8497-B51B41545A17"
"Horizon Europe Guarantee","10039331","UNIVERSITY OF EDINBURGH",,"EU-Funded","Santori","Giulio","","",,,,"","Full spectrum SOLar Direct Air Capture &amp; conversion","31/08/2022","30/08/2025","547271",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10039331","2B2ECDCE-9B03-4490-A56D-24565360EADA","240CEBFD-1052-4EAC-88DF-D88A163D61C8","8B595132-049C-4500-A9B6-EE31F57B1B88","B29916FA-B3ED-472A-BE04-CD162E8E0DB2"
"Horizon Europe Guarantee","EP/X022749/1","King's College London","Music","Research Grant","Stokes","Martin","","",,,,"","1932MUSCON: Beyond 1932: Rethinking Musical Modernity in the Middle East and North Africa","01/01/2023","31/12/2027","1935233",,"London","Active","http://gtr.ukri.org/projects?ref=EP/X022749/1","D1DB0053-1BD5-43BB-A671-213AAABC3170","240CEBFD-1052-4EAC-88DF-D88A163D61C8","1ECBCFF6-5785-4627-91AC-34132C9C759C","03D2C803-8FA0-47D6-BD6F-481166FFFD6A"
"Horizon Europe Guarantee","10077679","UNIVERSITY OF EDINBURGH",,"EU-Funded","Hazelton","Jennifer","","",,,,"","EURAS: EUropean network for neurodevelopmental RASopathies","31/05/2023","30/05/2027","339899",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10077679","4C680E69-4099-4286-BDE2-234C6133FF3F","240CEBFD-1052-4EAC-88DF-D88A163D61C8","8B595132-049C-4500-A9B6-EE31F57B1B88","DD1BB092-6752-4256-BF44-93E33D53B6CD"
"Horizon Europe Guarantee","10101252","ASSOCIATION OF COMMONWEALTH UNIVERSITIES",,"EU-Funded","Knight","Beate","","",,,,"","Strengthening Evidence-Based Policy Practice for Sustainable Food Systems under the EU-AU Partnership","01/01/2024","31/12/2027","185249",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10101252","5619CFA0-55B4-4206-83E4-23E16E5A8F59","240CEBFD-1052-4EAC-88DF-D88A163D61C8","72C4F152-F577-4220-A5EC-C2551D355D24","2CF281C7-1D8F-44A3-BE69-91536C908892"
"Horizon Europe Guarantee","10076369","MAKE REAL LTD",,"EU-Funded","Martindale","Clare","","",,,,"","ASP Belong","31/08/2023","30/08/2027","1163778",,"South East","Active","http://gtr.ukri.org/projects?ref=10076369","61A764FE-95AE-47F1-9698-245EDE9C4BE8","240CEBFD-1052-4EAC-88DF-D88A163D61C8","E72C81C4-A255-47E0-BE4E-1C6EC0BE89DA","47C64F3C-E523-46F4-801F-C77ABC0DF417"
"Horizon Europe Guarantee","10041384","UNIVERSITY OF GLOUCESTERSHIRE",,"EU-Funded","Dwyer","Janet","","",,,,"","RUSTIK: Rural Sustainability Transitions through Integration of Knowledge for improved policy processes","31/08/2022","30/08/2026","521339",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10041384","62D82430-2FDA-42D9-A6A8-22A667C9A4D7","240CEBFD-1052-4EAC-88DF-D88A163D61C8","3CA07CB4-EC65-445E-B9B2-746606A1473D","A950266A-3956-4F1E-8458-854DC0B71D55"
"Horizon Europe Guarantee","10106898","IMPERIAL COLLEGE LONDON",,"EU-Funded","Cavan","Emma","","",,,,"","Blue Carbon production, export and sequestration in emerging polar ecosystems (SeaQuester)","01/02/2024","31/01/2028","326968",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10106898","F04DF17F-B9F6-433F-A543-21C7A9D0FA2B","240CEBFD-1052-4EAC-88DF-D88A163D61C8","EC9326B5-50D8-459F-9932-1D39B5055FC9","2E300D3E-57A7-4C15-B592-81F8B6C9C55B"
"Horizon Europe Guarantee","10073486","AUTONOMY RESEARCH LIMITED",,"EU-Funded","Stronge","Will","","",,,,"","The Cartography of the Political Novel in Europe","01/02/2023","31/01/2027","78232",,"London","Active","http://gtr.ukri.org/projects?ref=10073486","6E23BC10-5C0C-42C2-87A7-24F5C90CA471","240CEBFD-1052-4EAC-88DF-D88A163D61C8","A0E12691-801D-450A-B3FA-48630D832EEB","1CE916D0-27E5-447B-A501-FBF2F92387F7"
"Horizon Europe Guarantee","EP/Y036727/1","University of Warwick","Sch of Engineering","Research Grant","Tian","Yanling","","http://orcid.org/0000-0001-6787-4130",,,,"","Laser Engineered Surfaces/Interfaces for Advanced Batteries","30/04/2024","29/04/2028","311674",,"West Midlands","Active","http://gtr.ukri.org/projects?ref=EP/Y036727/1","D88902DF-0926-4298-920B-22DA29F1100A","240CEBFD-1052-4EAC-88DF-D88A163D61C8","67A6BA65-E85D-4F6B-A1F0-DA031C2469B3","692774A1-D7A9-4795-A9ED-D4FBB6AB693E"
"Horizon Europe Guarantee","EP/Z002591/1","University of Bristol","Geographical Sciences","Fellowship","Valdes","Paul","","http://orcid.org/0000-0002-1902-3283",,,,"","Utilising palaeobotanical data to calibrate the response of vegetation to carbon dioxide in Earth system models","31/08/2024","30/08/2026","192297",,"South West","Active","http://gtr.ukri.org/projects?ref=EP/Z002591/1","D99F51A9-7399-42B4-B2C5-24489B646D86","240CEBFD-1052-4EAC-88DF-D88A163D61C8","25335D80-2025-4154-989F-37646A6EFBE1","3A13DED0-7349-4084-9C20-AD593A65A6E8"
"Horizon Europe Guarantee","10106103","UK CENTRE FOR ECOLOGY AND HYDROLOGY",,"EU-Funded","Barnett","Catherine","","",,,,"","PLAN-B - The Path Towards Addressing Adverse Impacts of Light and Noise Pollution on Terrestrial Biodiversity and Ecosystems","01/01/2024","31/12/2027","338675",,"South East","Active","http://gtr.ukri.org/projects?ref=10106103","A2FE53BC-6863-4EF2-9B83-239BCBB2A49E","240CEBFD-1052-4EAC-88DF-D88A163D61C8","DF3C8654-6C11-4D6E-91CB-C1BDB6633A18","74C859EF-3B5F-4F2C-BC6E-FAE524EF240C"
"Horizon Europe Guarantee","10110169","MODUS RESEARCH AND INNOVATION LIMITED",,"EU-Funded","Dickie","James","","",,,,"","Next Generation Glioma Treatments using Direct Light Therapy (GlioLighT)","01/01/2024","31/12/2026","136040",,"Scotland","Active","http://gtr.ukri.org/projects?ref=10110169","ADF69740-BB6A-4D26-9472-22AA6C2B2183","240CEBFD-1052-4EAC-88DF-D88A163D61C8","3DE4648F-849C-4801-A8E1-19AFD26AB48F","0421DA00-5952-4BD6-AE74-7BE1EE7A142C"
"Horizon Europe Guarantee","EP/X022080/1","Royal Holloway University of London","Earth Sciences","Research Grant","Dickson","Alexander","","",,,,"","DISTILL: Disentangling the role of organic feedbacks on the global carbon cycle","01/02/2023","31/01/2028","1721080",,"South East","Active","http://gtr.ukri.org/projects?ref=EP/X022080/1","AE18CEB0-069C-46A1-B209-23F70E64499E","240CEBFD-1052-4EAC-88DF-D88A163D61C8","036F7762-A3D3-4E03-BD6E-FB156F323872","0C6A6C62-BC74-429B-9271-BAEC5498B46F"
"Horizon Europe Guarantee","10078744","UNIVERSITY OF THE WEST OF ENGLAND",,"EU-Funded","willey","neil","","",,,,"","Microbial Hydroponics: Circular Sustainable Electrobiosynthesis","01/11/2023","30/10/2027","549718",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10078744","EF558E9A-E2EA-4A80-B444-239C5F10181B","240CEBFD-1052-4EAC-88DF-D88A163D61C8","CE545469-A59F-4D04-AD8A-96102A9621CA","725903BF-C9AF-4A35-9D70-401B905B114D"
"Horizon Europe Guarantee","10064408","GE AVIATION SYSTEMS LIMITED",,"EU-Funded","Taylor","Sean","","",,,,"","InnovAtive DeMonstrator for hyBrid-Electric Regional Application (AMBER)","01/01/2023","30/03/2026","5920016",,"South West","Active","http://gtr.ukri.org/projects?ref=10064408","714B9EDC-BE09-4CED-AD4A-2455F0CE1625","240CEBFD-1052-4EAC-88DF-D88A163D61C8","1B272718-A631-45EF-BE25-990F3CFB920D","D62324B1-9F0E-4B75-B4E2-A04DDB41CFB8"
"Horizon Europe Guarantee","10049071","UNIVERSITY OF EXETER",,"EU-Funded","Chen","Albert","","",,,,"","ICARIA: Improving ClimAte Resilience of crItical Assets","01/01/2023","31/12/2025","167514",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10049071","B974E972-56EE-416D-806D-2340997409B4","240CEBFD-1052-4EAC-88DF-D88A163D61C8","BCEF4DDE-7EBB-4D97-9C5B-9F277C1FEE13","4F0F5599-0D8F-4E6E-87FD-8D39E4F747B8"
"Horizon Europe Guarantee","10114088","UNIVERSITY COLLEGE LONDON",,"EU-Funded","Machell","Giles","","",,,,"","EBRAINS 2.0: A Research Infrastructure to Advance Neuroscience and Brain Health","01/01/2024","31/12/2026","224015",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10114088","8762DFD1-02CC-4285-8CC4-22ABF01BDBD5","240CEBFD-1052-4EAC-88DF-D88A163D61C8","87E66FA8-E664-4076-9773-15536DB066DF","4C091169-4BF9-4B9D-93E8-6A7C594A01F6"
"Horizon Europe Guarantee","10091678","UNIVERSITY OF WESTMINSTER",,"EU-Funded","Delgado","Luis","","",,,,"","Integrated Passenger-Centric Planning of Multimodal Transport Networks (MultiModX)","30/06/2023","31/12/2025","376889",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10091678","87CB021A-0D14-4DF7-AB78-24406E2F21A2","240CEBFD-1052-4EAC-88DF-D88A163D61C8","9D39C678-8B2F-41A5-A0DA-17208407495D","5FA1951F-4B30-4D28-A5C5-C3D6174993FB"
"Horizon Europe Guarantee","10089603","SUSTAINABLE DEVELOPMENT FOUNDATION",,"EU-Funded","Netter","Michael","","",,,,"","Coherent, Acceptable, Low Emission Cultural Heritage Efficient Renovation","30/09/2023","29/09/2026","282666",,"London","Active","http://gtr.ukri.org/projects?ref=10089603","88E6886E-9BC1-4A2F-AADE-22F7868DA03C","240CEBFD-1052-4EAC-88DF-D88A163D61C8","A814BDA4-1B4B-482F-9E9E-2B0927DC1B4B","52A38841-93A0-48AA-BC03-7015790F20B4"
"Horizon Europe Guarantee","EP/Y024281/1","King's College London","Imaging & Biomedical Engineering","Research Grant","Bergeles","Christos","","",,,,"","VITRRO: Versatile Intracranial Tumour Resection Robot","01/11/2023","29/04/2025","127041",,"London","Active","http://gtr.ukri.org/projects?ref=EP/Y024281/1","CBDD346F-ADE1-47EA-87E4-22F3E1A51896","240CEBFD-1052-4EAC-88DF-D88A163D61C8","1ECBCFF6-5785-4627-91AC-34132C9C759C","1C9F163A-C902-4949-89AB-58FF5B52481E"
"Horizon Europe Guarantee","10059993","BANGOR UNIVERSITY",,"EU-Funded","Dandy","Norman","","",,,,"","The ForestWard Observatory to Secure Resilience of European Forests","01/11/2022","30/10/2027","76038",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10059993","CC873F4D-C084-43F6-BEBB-23B6C176659E","240CEBFD-1052-4EAC-88DF-D88A163D61C8","CC1A33BE-743B-4E2C-A05E-94AE3CDD6A08","1FDF2EB4-0ADA-40AB-8A56-36149CCB9577"
"Horizon Europe Guarantee","10081534","AEROGEL CORE LIMITED",,"EU-Funded","Chu","Harry","","",,,,"","Depolymerizable bio-based multifunctional closed loop recyclable epoxy systems for energy efficient structures","01/12/2022","30/05/2026","336804",,"South West","Active","http://gtr.ukri.org/projects?ref=10081534","92B08203-E44A-4447-BC93-233E25DB35C4","240CEBFD-1052-4EAC-88DF-D88A163D61C8","1013D013-09E9-4E2E-BA08-F8AA0DFFF31B","C0BA7476-B309-4BCF-B00F-D3F1E4A149EF"
"Horizon Europe Guarantee","EP/Y030494/1","University of Manchester","School of Health Sciences","Research Grant","Frangi","Alejandro","","http://orcid.org/0000-0002-2675-528X",,,,"","Cardiovascular Device Innovation &amp; Regulatory Science: Virtual Chimaeras and In-Silico Trials with novel Hybrid Machine Learning","01/12/2023","30/11/2028","2163231",,"North West","Active","http://gtr.ukri.org/projects?ref=EP/Y030494/1","D5448C50-9607-493B-92F8-2375D0EA3DD4","240CEBFD-1052-4EAC-88DF-D88A163D61C8","BDFEBC9A-F2A6-4D58-9440-8482180BEA69","D145491F-7548-45C1-B0F4-D9D1C07B7531"
"Horizon Europe Guarantee","EP/X021564/1","University of York","Chemistry","Fellowship","Ayub","Rabia","","",,,,"","TPAHs as energy carriers for OPV devices","09/01/2023","08/01/2025","190380",,"Yorkshire and The Humber","Active","http://gtr.ukri.org/projects?ref=EP/X021564/1","25CB880F-C1ED-42F1-9397-258E6A9EFBF4","240CEBFD-1052-4EAC-88DF-D88A163D61C8","7FF630E0-3355-4076-9E47-528D4B0DBCB3","4F3B966B-4E77-4E5F-B0B8-5789C1683D57"
"Horizon Europe Guarantee","10039070","THE UNIVERSITY OF MANCHESTER",,"EU-Funded","Jackson","David","","",,,,"","NimbleAI - Ultra-Energy Efficient and Secure Neuromorphic Sensing and Processing at the Endpoint","30/09/2022","29/09/2025","852838",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10039070","AC2E31C7-7F19-488E-8378-23A90478B971","240CEBFD-1052-4EAC-88DF-D88A163D61C8","964A73A3-66DC-4C55-AB50-59AE3100C18E","8E2BD56F-06ED-4F7B-ADBF-257F2611C446"
"Horizon Europe Guarantee","EP/Y029402/1","University of Cambridge","Chemical Engineering and Biotechnology","Fellowship","Owens","Roisin","","",,,,"","3D-CELLSISTOR Versatile 3D Bioelectronic Platform for In Vitro Models","31/08/2023","30/08/2025","187096",,"East of England","Active","http://gtr.ukri.org/projects?ref=EP/Y029402/1","B44D6E73-8A83-4E34-8101-2351B1BC808C","240CEBFD-1052-4EAC-88DF-D88A163D61C8","8C59383D-467C-4A3E-AF65-4B3F82FD1E27","8E30EBB9-210B-4B22-8079-9EDF2548B777"
"Horizon Europe Guarantee","10038125","NEWCASTLE UNIVERSITY",,"EU-Funded","Robinson","Mark","","",,,,"","Climate resilient and environmentally sustainable transport infrastructure, with a focus on inland waterways","31/08/2022","30/08/2025","717480",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10038125","399F41E3-1FA6-4FD2-A6F6-26FC6E642DF9","240CEBFD-1052-4EAC-88DF-D88A163D61C8","13C979ED-CCCE-4C21-9953-307B6EC53D42","4ED414C8-A4C2-4A2A-9FAC-3AC70DEA5E1A"
"Horizon Europe Guarantee","10042046","UNIVERSITY OF BIRMINGHAM",,"EU-Funded","Carlomagno","Teresa","","",,,,"","Remote NMR (R-NMR): Moving NMR infrastructures to remote access capabilities","30/06/2022","29/06/2025","10772",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10042046","BEB6636C-734D-497C-A186-23900C3317EC","240CEBFD-1052-4EAC-88DF-D88A163D61C8","47AC5C0C-6553-4E0E-B591-65899B6059E4","4D194AB7-79D6-4806-BF2F-FE750CC8DF5E"
"Horizon Europe Guarantee","10051609","THE UNIVERSITY OF MANCHESTER",,"EU-Funded","Tozser","Edina","","",,,,"","Gap resolutIon in sAfety, NuTritional, alLergenicity and Environmental assessments to promote Alternative Protein utilization and the dietary Shift","31/08/2022","30/08/2026","528381",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10051609","FF336EFC-61C4-4B01-BDE6-22B120D61804","240CEBFD-1052-4EAC-88DF-D88A163D61C8","964A73A3-66DC-4C55-AB50-59AE3100C18E","D0576AFD-6B74-47B2-8F48-AE74B974759F"
"Horizon Europe Guarantee","EP/X035581/1","University of Glasgow","College of Medical, Veterinary, Life Sci","Research Grant","Gammage","Payam","","",,,,"","Manipulating the mitochondrial genome to investigate the impact of mtDNA mutations in cancer","01/11/2022","30/10/2027","1673777",,"Scotland","Active","http://gtr.ukri.org/projects?ref=EP/X035581/1","013C1214-3FBF-4643-BD74-25122F202589","240CEBFD-1052-4EAC-88DF-D88A163D61C8","595A5FEA-6A63-4445-BD0B-7CA0CC2EE7DF","1F89F559-0238-4525-A114-CE8567BBA464"
"Horizon Europe Guarantee","EP/X02895X/1","University of York","Chemistry","Research Grant","Smith","David","","",,,,"","MultiSMART: Multi-component Soft Materials Advanced Research Training Network","01/01/2023","31/12/2026","265251",,"Yorkshire and The Humber","Active","http://gtr.ukri.org/projects?ref=EP/X02895X/1","C778C2C2-0802-4721-AA13-231FE8288E9C","240CEBFD-1052-4EAC-88DF-D88A163D61C8","7FF630E0-3355-4076-9E47-528D4B0DBCB3","CF2A13A8-F5CA-48D9-AD31-9F4EA1D28941"
